291, 62 62 16;
292, 62 78 75;
293, 62 35 402 62 62 4;
294, 62 57 47;
295, 62 62 374 62 57 46;
296, 62 23 168 62 62 382;
297, 62 75 38 62 60 41 62 7 48 62 75 36;
299, 62 15 102 62 23 72;
300, 62 62 418;
301, 62 10 170 62 57 123;
303, 62 42 28;
304, 62 42 83 62 62 30 62 42 184;
305, 62 62 381;
306, 62 60 29;
307, 62 57 31 62 42 34 62 23 138;
310, 62 57 27;
312, 62 62 365;
326, 53 4 11 80 65 19 26 10 13 12 57 3;
327, 43 29 12 53 63 15 43 38 10 33 4 16 71 3 6 70 25 11 43 38 12 26 10 14;
328, 53 53 43 67 42 34 48 72 10 69 56 14 80 3 10 6 72 13;
329, 27 1 2 23 63 12 1 24 14 23 25 30 1 4 13 53 63 13 6 72 14 69 56 16;
330, 77 10 13 59 42 13 69 34 18 62 4 15 25 79 9 61 9 57 57 11 9 62 7 15 55 59 38 77 25 12 75 65 10 77 10 22 75 10 5 62 4 18 55 77 23 75 25 7 59 69 7 62 3 13;
331, 55 62 16 25 25 1 55 40 14 77 25 15 55 53 9 55 25 18 13 4 12 55 40 13 75 34 100 62 7 13 57 10 8 25 75 11 59 55 34 19 23 17 55 69 4 57 10 8 23 63 12 59 17 19 27 1 2 75 25 10;
332, 26 0 9 55 49 8 59 29 31 43 43 1 23 4 16 42 25 16 43 72 13 60 57 21;
333, 32 57 15 62 3 11 25 29 6 67 27 7 43 10 16 57 79 12 26 57 6 75 25 7 0 43 9 6 70 8 69 34 21 25 29 8 80 65 18 12 48 11;
334, 23 69 20 75 25 12 25 75 15 23 23 42 57 79 11 32 49 17 75 10 4 59 42 13 25 37 7 67 27 9 26 57 5;
335, 57 10 6 75 25 6 62 3 14 59 55 14 62 3 13 80 3 9 20 36 44 59 29 34;
336, 54 23 156 27 67 6 25 80 13 11 57 7;
337, 57 11 9 59 48 16 19 62 5 27 66 3 59 65 21 57 11 12 75 25 7 59 57 32;
338, 0 12 10 62 0 10 81 52 5 13 4 12 69 25 14 25 75 11 55 62 13 26 4 17 81 52 5 57 23 10;
339, 57 23 5 33 4 19 53 33 13 75 25 7 57 16 251 7 4 4 43 23 18 62 23 13 75 51 8;
340, 62 57 8 0 48 7 57 0 4 62 83 20 57 12 6 62 57 15 52 81 7 26 10 15;
341, 53 4 32 0 36 10 13 10 7 43 17 9 21 81 6 6 55 9 42 42 38 25 75 10 62 0 7 55 69 53;
342, 57 77 364 6 55 8 25 75 10 3 25 13 62 0 13 55 29 21 75 62 13 70 34 13 43 17 8 57 10 7 77 13 6 77 9 50;
343, 72 34 4 62 0 12 26 57 14 23 56 19 0 57 3 59 48 16 3 25 9 62 0 14 25 19 35;
344, 60 36 12 0 37 8 59 40 23 26 4 17 77 9 253 81 24 5 71 71 6 62 0 13 72 34 6 59 37 26;
345, 65 59 26 23 4 16 71 71 12 60 57 29 59 37 25 75 45 22 43 34 98 75 25 7 60 36 13;
346, 1 67 5 44 55 38 61 9 39 57 69 17 1 67 5 75 4 3 45 57 4 20 4 11 0 0 1;
347, 59 6 7 57 4 43 62 78 14 81 68 5 26 37 13 81 81 17 72 83 7 63 10 5 54 43 18;
348, 57 22 32 32 32 0 20 4 12 43 29 14 32 48 24 75 45 16 42 72 14 62 78 11 37 25 6 0 0 0;
349, 29 72 5 72 34 4 42 72 14 23 57 4 56 59 37 27 67 4 0 12 16;
350, 75 51 6 26 57 7 6 26 21 57 10 15 57 4 32 23 51 20 71 62 10;
351, 25 75 8 26 57 6 23 4 19 80 75 7 59 42 14 25 51 29 46 67 15 59 55 5 23 51 19 32 16 14;
352, 55 69 2 62 23 14 36 13 5 72 6 55 81 68 142 70 25 11 77 4 10 14 57 41 51 49 27;
353, 75 42 22 42 29 15 59 55 5 25 19 28 75 40 13 44 44 1 55 69 2 23 57 5 63 37 5 25 83 12 59 55 4 23 62 5 23 54 12;
354, 23 51 25 81 1 21 23 51 25 25 4 4 60 79 193 23 57 5 48 72 8 79 79 1 13 51 18;
355, 25 75 9 62 13 7 76 57 3 26 57 5 44 34 26 80 80 0 25 75 11 11 65 9 26 57 5;
356, 0 78 5 59 70 16 7 4 4 23 69 26 59 70 21 79 79 0 46 67 13 23 69 31 51 4 11 59 55 5 80 37 31;
357, 57 72 15 0 75 24 23 57 6 59 42 18 57 7 9 23 23 43 42 29 13 57 7 12 57 80 16 23 4 17 57 72 13 57 10 14;
358, 13 78 45 78 23 42 59 65 25 57 62 311 59 43 18 79 65 9 32 57 7 80 43 16 59 55 4 62 25 16;
359, 62 79 13 51 49 30 59 65 23 57 25 21 59 55 4 57 7 10;
360, 79 65 8 55 49 34 69 72 20 25 75 10 13 62 2 59 65 26 23 62 3 34 72 4;
361, 77 25 28 57 72 19 23 78 7 0 69 20 36 70 12 77 63 11 75 43 20 59 69 7 48 72 7 27 67 7 36 23 50 23 4 17;
362, 32 32 0 62 40 9 57 10 6 13 62 8 77 63 10 42 72 10 48 72 10 6 55 6 82 4 12 55 83 55 59 55 4 80 25 7;
363, 32 57 7 23 34 32 63 51 17 77 75 14 0 75 15 57 10 7 7 4 5 6 72 21 25 75 7 59 42 17 6 72 21;
364, 72 34 4 57 57 1 23 54 8 42 29 15;
365, 25 83 272 48 78 23 12 11 53 57 60 9 42 34 12 62 79 10 6 72 30 23 29 26 69 72 18 77 25 26 43 34 11 82 37 16 14 29 36;
366, 23 6 14 23 34 27 55 72 18 25 59 30 57 10 8 32 32 1 6 6 1 26 57 316 71 26 91 57 51 23 12 82 2 26 57 5 51 75 8 23 78 6 55 36 18 82 3 13 62 62 51;
367, 80 43 13 59 6 7 26 57 7 32 37 11 19 16 13 80 25 8 57 19 5 59 55 5 57 60 22 78 57 17;
368, 59 53 17 59 55 5 23 43 15 65 53 13 59 55 5 72 2 15 59 55 5 62 63 10 75 43 14 69 72 18 21 81 4 65 29 10 26 57 7 55 29 27;
369, 59 55 4 59 25 24 59 53 43 25 25 30 57 25 23 32 32 1;
370, 69 59 4 55 29 28 0 37 13 59 55 4 59 55 4 23 25 17 9 9 1 62 77 6 23 37 23 77 57 11 59 34 24 45 54 27 16 78 23 65 29 8 6 40 19;
371, 7 25 10 57 63 7 29 29 56 7 25 10 77 77 2 60 53 23 21 21 1 77 57 12 60 55 24 59 65 18 57 12 6 59 55 5 65 0 17 59 55 5 23 43 16 45 57 14 59 55 5 60 55 26 0 10 7 62 59 97;
372, 53 53 0 20 65 8 9 9 12 62 69 20 38 34 3 53 29 15 59 42 12 62 19 8 71 25 10 37 16 15 59 55 6 46 81 6 0 57 75 59 22 28 59 55 6;
373, 45 45 1 54 11 2 57 25 19 48 48 56 23 72 25 1 43 32 51 75 7 55 83 72 32 32 1 46 81 7 81 68 5 77 10 12 57 19 8 1 67 4 72 29 4 26 83 30 78 56 39 55 29 18 81 81 42 59 25 22 55 72 18 59 6 9 59 55 5 59 55 5 25 59 28;
374, 62 3 14 70 72 7 23 77 11 26 26 1 75 25 8 70 59 15 81 68 6 16 4 10 55 34 24 4 78 18 62 62 0 81 21 8 55 77 18 43 72 9 23 77 12 62 69 18 19 57 5 71 32 7 57 51 24;
375, 57 10 7 25 43 11 20 56 9 34 72 3 45 72 23 26 10 15 75 48 15 4 25 6 33 33 18 6 72 20 25 43 13 27 67 6;
376, 37 16 12 1 27 132 26 37 290 11 53 18 23 48 29 43 75 18 59 55 5 77 51 24 5 83 37 42 72 11 33 59 32 14 26 5 26 10 15 7 65 5;
377, 7 65 12 55 34 23 59 22 18 59 55 6 75 37 56 77 25 22 70 75 19 45 72 24 23 76 2 71 50 12 55 40 18 20 7 9 57 83 35;
378, 77 51 33 69 72 14 25 4 7 75 3 6 57 10 8 72 49 17 23 12 11 79 79 1 62 7 43;
379, 6 65 16 75 25 7 45 45 0 26 69 16 72 65 51 42 42 46 20 65 9 72 2 9 23 72 25 71 26 17 0 12 5 46 81 5 29 43 29 75 25 7 51 75 11 72 2 8 77 75 14;
380, 27 81 117 72 2 8 45 45 1 16 19 9 80 80 5 43 72 9 32 32 1 55 69 6 79 71 7 62 3 10 26 57 8 23 65 23 42 62 41 81 21 5 23 60 25 77 51 35 59 69 7 57 71 16;
381, 56 23 29 59 53 13 55 40 21 23 25 19 6 65 15 57 38 20 72 83 8 11 43 18 19 16 19 49 51 8 75 48 15 23 11 16 4 16 15;
382, 23 34 36 10 75 8 23 34 36 32 32 0 23 63 14 72 2 10 7 25 8 60 62 19 23 25 20 26 57 8 57 57 36 57 12 7 34 55 22 57 75 22 23 4 23 75 37 53 4 65 12 57 63 8 62 77 8;
383, 23 25 21 57 71 14 51 25 11 23 65 20 11 79 3 54 54 1 26 26 1 23 48 16 57 25 18 51 17 26 55 25 22 69 72 15 59 53 15 10 75 7 33 42 12 77 25 19;
384, 51 62 17 55 23 24 43 34 12 65 38 7 12 57 5 75 25 8 9 24 19 26 6 23 23 72 14 74 83 4 65 34 6 4 4 1 62 62 27 75 25 8;
385, 78 15 9 36 4 8 54 57 12 23 11 9 75 43 20 55 56 23 71 32 7 65 29 10 23 4 14 59 55 6 53 17 16 51 17 21 81 52 6 79 79 0 42 57 10 33 59 32 57 37 31 25 4 5 57 37 31;
386, 75 70 17 51 51 0 59 84 43 4 65 10 62 4 69 55 72 16 63 13 47 4 16 14 55 42 12 79 57 55 59 55 5 26 26 0 68 81 9 23 20 28 55 25 23 65 29 11 57 79 16;
387, 51 69 24 55 65 16 4 7 7 43 72 24 32 32 1 81 52 9 81 52 9 59 55 4 25 4 8 62 7 44 3 20 8 26 57 4 32 38 17 37 51 9;
388, 42 42 97 27 67 4 75 62 15 81 52 7 12 57 6 53 34 17 51 54 19 59 57 21 16 82 48 80 4 20 27 41 108 59 59 60 26 32 10 23 48 21 75 79 5 26 45 4 16 83 17 59 29 34 59 69 10;
389, 22 29 28 59 6 10 76 65 16 19 57 7 57 79 13 59 38 25 51 33 26 59 55 64 59 4 43 23 34 30 23 34 30 59 55 6 15 48 14 22 15 9 78 15 5 25 79 15 60 51 64;
390, 57 75 18 59 69 7 72 2 6 59 55 25 57 26 6 55 60 37 72 29 6 69 65 14 75 62 11 51 23 72 59 57 21 55 65 15 72 2 6 69 17 18 55 72 16;
391, 48 82 45 75 0 11 59 69 7 23 63 12 48 51 25 59 84 39 23 11 11 19 49 16 12 48 42 25 34 5 59 55 7 59 55 4 23 11 8 69 54 28 23 48 20;
392, 26 14 8 72 34 4 57 56 15 59 55 6 72 83 7 36 19 6 55 23 28 2 43 14 22 32 23 59 70 43 69 49 24 65 34 10 14 65 20 22 23 31 34 72 3 80 80 44;
393, 26 14 6 72 29 8 63 62 2 34 72 20 71 54 5 80 80 5 33 33 2 51 75 11 23 15 11 62 63 11 59 84 43 6 55 6 43 29 14 80 16 20 57 19 6 40 77 7 61 67 4 23 83 37;
394, 62 59 57 20 4 8 22 15 9 69 23 81 32 57 8 53 74 19 57 32 9 6 6 0 57 22 44 59 4 28 26 26 0 57 57 21 55 65 55 12 57 6 23 23 2 45 57 16;
395, 22 73 57 69 29 22 53 72 10 69 57 16 23 20 29 57 4 14 16 51 23 4 4 0 23 2 36 57 82 19 66 43 33 42 59 14 34 72 9;
396, 65 29 11 22 32 22 25 19 10 57 78 26 22 15 15 6 53 7 78 32 13 25 37 8 33 49 17 59 48 26 12 57 4 59 69 7 23 63 11 22 29 26 4 79 12 65 56 16 23 79 11 63 62 2 49 65 9 76 62 5 57 82 18 25 4 6;
