296, 65 65 4;
297, 65 70 31;
298, 65 34 310 65 87 38;
299, 65 52 24;
300, 65 65 164 65 34 307 65 52 23;
301, 65 78 61;
306, 65 65 45;
307, 65 76 24;
308, 65 65 387;
326, 27 6 11 23 74 12 49 62 14 7 43 15 49 37 14 19 79 30 16 37 6;
328, 55 50 13 56 16 63 70 23 14;
329, 70 34 5 45 17 19 70 55 17 60 81 15;
330, 6 87 12 70 74 47 19 43 6 12 24 12 65 21 14 34 43 8 22 51 4 58 6 13 19 43 6;
331, 33 6 22 25 60 2 33 20 14 87 6 8 6 87 13 65 70 12 19 19 7 33 65 13 76 6 16 87 6 10 45 61 9;
332, 77 70 13 65 19 15 33 71 78 70 62 16 7 19 8 66 87 166;
333, 7 7 1 87 6 7 33 58 17 65 61 121 58 43 13 66 66 45 33 55 4;
334, 65 19 13 70 20 8 7 62 17;
335, 51 34 5 65 61 11 65 19 14;
336, 87 62 4 33 4 37 35 33 16 32 35 19 33 31 13 35 76 12;
337, 70 5 65 7 34 13 35 46 19 44 24 8 21 23 11;
338, 34 70 5 55 57 19 19 20 21 65 59 9;
339, 48 45 6 41 54 9 45 48 18 7 11 16 33 53 21 52 34 35 19 2 52 35 27 15;
340, 90 73 3 34 89 271 49 17 9 34 34 1 32 24 11 7 34 7;
341, 68 90 6 7 84 13 77 65 3 87 6 7;
342, 34 89 177;
343, 61 6 12 49 11 15 24 49 14 21 6 11;
344, 7 7 1 21 6 10 23 57 12 87 43 6 47 33 41 21 62 4 87 78 17 90 81 6 34 23 16;
345, 70 66 11 65 66 10 46 62 15;
346, 23 57 12 7 34 8 65 65 342 76 71 64 35 20 21;
347, 35 11 25 70 88 2 6 77 29 35 24 28;
348, 78 34 4 17 35 41 35 33 4;
349, 35 31 16 87 48 5 36 34 56 35 76 11 70 6 21;
350, 85 51 7 76 65 65 88 62 16 34 62 32 90 72 5;
351, 87 48 24 70 48 24 34 19 14 70 48 24;
352, 35 33 6 65 34 45 23 71 58;
353, 37 43 5 44 58 11 23 51 16 6 87 11 25 54 4 65 65 336 65 21 34;
354, 24 41 39 13 54 14 72 90 4 34 43 6 16 62 20 65 87 42 65 65 358;
355, 34 21 9 51 79 6 21 62 6 70 6 27 37 48 179 35 69 42 51 14 14 34 24 23 52 65 324 65 76 134 65 52 32 65 65 333;
356, 6 87 8 31 24 12 57 23 13 65 70 34;
357, 66 17 7 87 23 18 65 43 11;
358, 76 57 15 33 55 2 76 24 11 55 74 19 24 57 4 27 71 52 65 52 29 65 65 301;
359, 35 76 21 57 24 6 65 58 7 53 53 85 35 33 4;
360, 15 60 65 23 62 10 51 34 8 20 62 12 19 31 8 66 65 2 70 17 17 45 23 17 35 33 4;
361, 58 37 10 65 65 0 70 59 7 65 34 156;
362, 48 87 9 65 66 8 36 36 27 23 7 33 45 6 9 78 70 8;
363, 35 33 4 34 21 9 48 32 29 44 33 20 65 66 8;
364, 35 33 48 23 24 10 25 54 7 51 34 10;
365, 59 34 9 70 23 15 58 59 5;
366, 13 90 7 55 24 19 85 55 34 33 91 35 34 43 8 21 17 7;
367, 70 67 29 35 7 21 58 6 24 65 77 13 35 24 20 7 34 7 26 90 7 35 33 6 2 37 15 24 71 43 35 33 6;
368, 35 33 5 33 24 17 35 5 28 58 48 24 65 21 14 34 43 9 23 48 27 2 62 25;
369, 43 44 12 35 33 4 34 24 19 70 79 13 35 6 26 68 90 5;
370, 34 6 24 35 33 4 84 33 21 35 71 40;
371, 35 55 9 34 57 36 6 35 51 76 71 39 56 84 24;
372, 34 52 9 19 43 5 65 65 71 84 84 0 24 30 14 56 56 1 52 48 21 6 23 13;
373, 51 11 10 65 55 16 56 56 1 4 9 21 65 62 15;
374, 55 24 24 35 33 4 70 22 19 35 33 3 49 58 8 35 12 13 90 81 6 70 88 5 35 33 6 70 58 11 79 79 1;
375, 23 87 19 3 3 0 85 6 11 48 6 11 46 46 0 62 30 10 79 49 18 12 50 24 48 65 18;
376, 7 7 1 46 23 6 35 50 28 37 87 19;
377, 85 7 17 34 51 9 7 7 0 46 17 9 34 91 35;
378, 33 6 27 7 43 12 23 19 7 65 87 16 74 71 32 33 57 24 57 91 4 7 51 14 6 57 8;
379, 59 50 19 77 20 35 35 34 20 87 31 16;
380, 24 91 13 59 24 24 35 33 5 65 48 35 76 35 18 24 91 9;
381, 14 77 8 34 43 8 85 14 32 76 50 10 62 21 4 70 6 19 78 34 6 6 62 6;
382, 70 57 32 65 66 6 70 20 14 51 87 9 34 85 17 65 53 13 70 48 27;
383, 24 57 4 65 48 25 19 34 3 31 24 9 24 30 8 33 33 2 23 57 13 58 52 11 7 34 7 57 24 3 55 24 15 34 43 11 34 7 11;
384, 65 35 54 7 7 34;
385, 33 24 14 3 3 0 7 34 4 88 50 22 33 20 21 70 31 21 35 74 24 21 59 19 48 31 29;
386, 24 30 9 3 3 0 53 34 4 87 89 134 35 33 5 19 19 269 2 35 32 44 77 8 49 71 16 49 17 15 2 49 14 52 24 17;
387, 61 31 12 25 54 7 70 89 18 45 62 18 70 31 21 50 6 5 12 17 13 49 52 17;
388, 17 71 22 70 91 33 87 11 53 6 62 6 45 44 27 23 52 19 70 58 9 31 20 23 70 37 13 25 54 5 70 62 14;
389, 35 56 22 48 2 26 6 85 16 11 44 16 48 11 11 87 65 8 21 17 5 70 62 15 6 11 8 55 35 9 66 62 9 6 23 11 51 23 12 21 35 32 70 22 9 6 87 10 66 71 23;
390, 70 44 40 35 50 22 48 79 17 90 73 6 7 67 7 34 84 11 35 33 6 87 19 11 65 65 75 72 90 4 57 44 15 76 24 16 87 65 12 35 30 27 72 90 5 58 87 15 34 52 6 87 31 17 21 35 33 76 71 17 33 24 16 27 35 18 35 33 6 65 62 16 34 85 10 16 61 6 70 57 30 33 70 22 6 49 51 65 65 18;
